Planet,Earth_Masses,Temperature_Kelvin,Year
Kepler-1087 b,17.1612,2123.9,2016
Kepler-1088 b,40.3606,741.5,2016
Kepler-1089 b,51.8014,585.3,2016
Kepler-109 b,67.0558,1255.8,2014
Kepler-109 c,71.505,845.7,2014
Kepler-1090 b,63.8778,291.8,2016
Kepler-1091 b,41.314,1811.5,2016
Kepler-1092 b,58.793,521,2016
Kepler-1093 b,55.2972,779.2,2016
Kepler-1093 c,55.615,509.5,2016
Kepler-1094 b,90.2552,530.4,2016
Kepler-1095 b,34.3224,1164.7,2016
Kepler-1096 b,35.2758,886,2016
Kepler-1097 b,92.4798,288.1,2016
Kepler-1098 b,36.8648,1458,2016
Kepler-1099 b,80.0856,1551.6,2016
Kepler-11 b,50.848,953.5,2011
Kepler-11 c,81.3568,873.2,2011
Kepler-11 d,6.0382,717.5,2011
Kepler-11 e,118.5394,653,2011
Kepler-11 f,70.5516,566.8,2011
Kepler-11 g,94.3866,419.7,2011
Kepler-110 b,51.8014,943.9,2014
Kepler-110 c,62.6066,695.6,2014
Kepler-1100 b,49.5768,1298.9,2016
Kepler-1101 b,69.916,430.4,2016
Kepler-1102 b,75.3186,518.2,2016
Kepler-1103 b,64.5134,818,2016
Kepler-1104 b,34.958,1466.4,2016
Kepler-1105 b,56.8862,788.1,2016
Kepler-1106 b,46.7166,2074.4,2016
Kepler-1107 b,38.136,2032.1,2016
Kepler-1108 b,41.314,1055.8,2016
Kepler-1109 b,61.971,618.8,2016
Kepler-111 b,44.8098,1475.8,2014
Kepler-111 c,206.8878,362.9,2014
Kepler-1110 b,75.3186,681.4,2016
Kepler-1111 b,56.5684,1070.9,2016
Kepler-1112 b,85.4882,1088.5,2016
Kepler-1113 b,79.7678,622.7,2016
Kepler-1114 b,38.136,700.7,2016
Kepler-1115 b,48.3056,1240,2016
Kepler-1116 b,72.1406,545.3,2016
Kepler-1117 b,31.4622,1116,2016
Kepler-1118 b,77.5432,574.8,2016
Kepler-1119 b,54.3438,1099.5,2016
Kepler-112 b,67.0558,861.7,2014
Kepler-112 c,68.0092,573.1,2014
Kepler-1120 b,39.0894,1056.7,2016
Kepler-1121 b,54.026,1099.5,2016
Kepler-1122 b,57.8396,525,2016
Kepler-1123 b,47.3522,1115.9,2016
Kepler-1124 b,36.2292,617.5,2016
Kepler-1125 b,52.1192,735.3,2016
Kepler-1126 b,48.9412,409.6,2016
Kepler-1127 b,55.615,1109.3,2016
Kepler-1128 b,103.6028,466.2,2016
Kepler-1129 b,83.8992,693.4,2016
Kepler-1129 c,77.5432,473.3,2016
Kepler-113 b,51.4836,844,2014
Kepler-1130 b,22.5638,969,2016
Kepler-1131 b,45.1276,1343.7,2016
Kepler-1132 b,66.738,428.1,2016
Kepler-1133 b,55.9328,815.2,2016
Kepler-1134 b,75.0008,654.1,2016
Kepler-1135 b,52.437,447.3,2016
Kepler-1136 b,46.3988,1017.1,2016
Kepler-1137 b,62.2888,1032.3,2016
Kepler-1138 b,48.3056,1266.8,2016
Kepler-1139 b,33.6868,1975.2,2016
Kepler-114 b,35.5936,748.7,2014
Kepler-1140 b,78.4966,517.7,2016
Kepler-1141 b,23.1994,1551.5,2016
Kepler-1142 b,41.6318,732.1,2016
Kepler-1143 b,47.3522,1111.3,2016
Kepler-1143 c,102.0138,266,2016
Kepler-1144 b,56.5684,755.9,2016
Kepler-1145 b,39.725,992.7,2016
Kepler-1146 b,34.958,1069.6,2016
Kepler-1147 b,74.0474,980.2,2016
Kepler-1148 b,47.9878,1531.5,2016
Kepler-1149 b,40.6784,1298.3,2016
Kepler-115 b,30.8266,1688.6,2014
Kepler-115 c,73.7296,1087.8,2014
Kepler-1150 b,28.9198,1034,2016
Kepler-1151 b,62.9244,440.1,2016
Kepler-1152 b,24.7884,930.5,2016
Kepler-1153 b,48.9412,1489.1,2016
Kepler-1154 b,66.4202,1449.6,2016
Kepler-1154 c,67.0558,1231.4,2016
Kepler-1155 b,57.5218,630.9,2016
Kepler-1156 b,37.5004,872.3,2016
Kepler-1157 b,30.8266,864.3,2016
Kepler-1158 b,66.4202,1182.8,2016
Kepler-1159 b,67.0558,831.6,2016
Kepler-116 b,96.929,1407.1,2014
Kepler-116 c,65.149,1083.6,2014
Kepler-1160 b,60.6998,910.9,2016
Kepler-1161 b,60.382,548.1,2016
Kepler-1162 b,62.6066,543.6,2016
Kepler-1163 b,29.2376,1334.8,2016
Kepler-1164 b,31.78,1029.7,2016
Kepler-1165 b,43.8564,1053.9,2016
Kepler-1166 b,47.9878,550.9,2016
Kepler-1167 b,48.6234,1541.1,2016
Kepler-1168 b,70.8694,431,2016
Kepler-1169 b,26.6952,1248.8,2016
Kepler-117 b,221.5066,969.8,2014
Kepler-117 c,320.3424,696.3,2014
Kepler-1170 b,68.327,733.9,2016
Kepler-1171 b,72.4584,2780,2016
Kepler-1172 b,90.573,618.4,2016
Kepler-1173 b,25.1062,1833.9,2016
Kepler-1174 b,45.1276,1089.1,2016
Kepler-1175 b,84.8526,527.8,2016
Kepler-1176 b,69.5982,702.3,2016
Kepler-1177 b,54.026,410.7,2016
Kepler-1178 b,30.191,487.9,2016
Kepler-1179 b,37.5004,1197.4,2016
Kepler-118 b,55.615,970.4,2014
Kepler-118 c,217.693,698.4,2014
Kepler-1180 b,56.5684,859.6,2016
Kepler-1181 b,44.492,1392.6,2016
Kepler-1182 b,68.327,929.7,2016
Kepler-1183 b,80.0856,647.2,2016
Kepler-1184 b,75.9542,561.1,2016
Kepler-1185 b,37.8182,386.5,2016
Kepler-1186 b,63.2422,748.4,2016
Kepler-1187 b,74.0474,799.7,2016
Kepler-1188 b,59.1108,808.5,2016
Kepler-1189 b,50.2124,1406.8,2016
Kepler-119 b,102.0138,1315.2,2014
Kepler-119 c,26.0596,1101.3,2014
Kepler-1190 b,37.8182,662.1,2016
Kepler-1191 b,42.903,952.6,2016
Kepler-1192 b,67.0558,597.2,2016
Kepler-1193 b,37.5004,1562.8,2016
Kepler-1194 b,42.903,737.5,2016
Kepler-1195 b,59.1108,743,2016
Kepler-1196 b,63.2422,484.6,2016
Kepler-1197 b,35.5936,1132.9,2016
Kepler-1198 b,41.6318,925.2,2016
Kepler-1199 b,32.7334,898.5,2016
Kepler-12 b,137.2896,1480.4,2011
Kepler-120 b,61.0176,558.2,2014
Kepler-120 c,43.2208,441.1,2014
Kepler-1200 b,30.191,1347,2016
Kepler-1201 b,64.8312,935.2,2016
Kepler-1202 b,83.2636,666.5,2016
Kepler-1203 b,30.191,1420.8,2016
Kepler-1204 b,86.4416,459.8,2016
Kepler-1205 b,40.0428,1627.3,2016
Kepler-1206 b,46.3988,1415.1,2016
Kepler-1207 b,46.081,868.2,2016
Kepler-1208 b,65.7846,699.4,2016
Kepler-1209 b,42.903,826.6,2016
Kepler-121 b,66.4202,1042.4,2014
Kepler-121 c,64.5134,444.4,2014
Kepler-1210 b,48.3056,927.1,2016
Kepler-1211 b,72.1406,862.5,2016
Kepler-1212 b,60.6998,937.5,2016
Kepler-1213 b,33.6868,1283.1,2016
Kepler-1214 b,67.0558,610.8,2016
Kepler-1215 b,34.6402,1118.6,2016
Kepler-1216 b,39.4072,1200.4,2016
Kepler-1217 b,56.5684,1653.5,2016
Kepler-1218 b,40.6784,754.3,2016
Kepler-1219 b,60.0642,1088.6,2016
Kepler-122 b,66.4202,1282.2,2014
Kepler-122 c,166.5272,991.6,2014
Kepler-122 d,62.2888,825.8,2014
Kepler-122 e,73.7296,683.9,2014
Kepler-1220 b,43.2208,1026.8,2016
Kepler-1221 b,53.3904,724.6,2016
Kepler-1222 b,22.246,1338.4,2016
Kepler-1223 b,34.6402,595,2016
Kepler-1224 b,37.8182,961.4,2016
Kepler-1225 b,51.4836,1181.8,2016
Kepler-1226 b,40.9962,794.6,2016
Kepler-1227 b,64.8312,426.3,2016
Kepler-1228 b,43.5386,1878.8,2016
Kepler-1229 b,39.725,233.1,2016
Kepler-123 b,83.2636,913.4,2014
Kepler-123 c,41.9496,789.4,2014
Kepler-1230 b,76.9076,982.8,2016
Kepler-1231 b,40.3606,910.3,2016
Kepler-1232 b,54.6616,602.8,2016
Kepler-1233 b,73.7296,654.4,2016
Kepler-1234 b,79.7678,677.7,2016
Kepler-1235 b,22.246,1140.1,2016
Kepler-1236 b,60.6998,543.4,2016
Kepler-1237 b,81.039,411.8,2016
Kepler-1238 b,54.6616,1595.1,2016
Kepler-1239 b,82.3102,1547.8,2016
Kepler-124 b,20.657,910.1,2014
Kepler-124 c,49.5768,570.8,2014
Kepler-124 d,31.4622,436.3,2014
Kepler-1240 b,32.7334,1136.1,2016
Kepler-1241 b,74.683,630.7,2016
Kepler-1242 b,64.1956,634.6,2016
Kepler-1243 b,49.5768,743.9,2016
Kepler-1244 b,38.136,1858.5,2016
Kepler-1245 b,40.6784,1046.2,2016
Kepler-1245 c,40.6784,1193,2016
Kepler-1246 b,38.4538,619.5,2016
Kepler-1247 b,66.1024,709.1,2016
Kepler-1248 b,33.369,1155.3,2016
Kepler-1249 b,67.3736,810.7,2016
Kepler-125 b,67.0558,584,2014
Kepler-125 c,20.9748,523.7,2014
Kepler-1250 b,54.3438,1419.5,2016
Kepler-1251 b,52.1192,513.6,2016
Kepler-1252 b,47.3522,858.5,2016
Kepler-1253 b,37.8182,518.5,2016
Kepler-1254 b,43.8564,720,2016
Kepler-1254 c,36.8648,1011.8,2016
Kepler-1254 d,37.1826,866.8,2016
Kepler-1255 b,65.7846,654.5,2016
Kepler-1256 b,42.2674,1036.4,2016
Kepler-1257 b,43.2208,1297.8,2016
Kepler-1258 b,24.4706,2015.8,2016
Kepler-1259 b,40.6784,1818.8,2016
Kepler-126 b,43.2208,1144.4,2014
Kepler-126 c,44.8098,896,2014
Kepler-126 d,70.8694,539.3,2014
Kepler-1260 b,50.2124,790.7,2016
Kepler-1261 b,64.1956,429.3,2016
Kepler-1262 b,51.4836,959.7,2016
Kepler-1263 b,32.4156,998.2,2016
Kepler-1264 b,33.369,2000.3,2016
Kepler-1265 b,38.136,752.2,2016
Kepler-1266 b,73.094,515.1,2016
Kepler-1267 b,85.4882,955.5,2016
Kepler-1268 b,57.5218,610.2,2016
Kepler-1269 b,46.081,652.8,2016
Kepler-127 b,39.725,1007.5,2014
Kepler-127 c,75.3186,794.9,2014
Kepler-127 d,75.0008,672.1,2014
Kepler-1270 b,94.0688,1685.8,2016
Kepler-1271 b,41.9496,1590.7,2016
Kepler-1272 b,67.0558,568.9,2016
Kepler-1273 b,70.5516,604.4,2016
Kepler-1274 b,40.3606,1542.8,2016
Kepler-1275 b,41.9496,1586.8,2016
Kepler-1276 b,33.6868,987.1,2016
Kepler-1277 b,45.4454,541,2016
Kepler-1278 b,28.602,1497.5,2016
Kepler-1279 b,49.5768,836.5,2016
Kepler-1280 b,53.0726,590.2,2016
Kepler-1281 b,46.3988,1177.7,2016
Kepler-1282 b,43.8564,1409.9,2016
Kepler-1283 b,54.026,988.6,2016
Kepler-1284 b,34.3224,1851.8,2016
Kepler-1285 b,27.6486,950.6,2016
Kepler-1286 b,61.0176,875.9,2016
Kepler-1287 b,43.5386,852.4,2016
Kepler-1288 b,31.78,1659.7,2016
Kepler-1289 b,43.2208,1115.9,2016
Kepler-129 b,67.0558,1015.4,2014
Kepler-129 c,72.1406,585.9,2014
Kepler-1290 b,40.3606,1133.1,2016
Kepler-1291 b,47.0344,807,2016
Kepler-1292 b,51.4836,1254,2016
Kepler-1293 b,27.6486,1334.9,2016
Kepler-1294 b,90.573,403,2016
Kepler-1295 b,43.8564,1157.6,2016
Kepler-1296 b,25.7418,847.7,2016
Kepler-1297 b,27.6486,1680.4,2016
Kepler-1298 b,37.1826,1509,2016
Kepler-1299 b,84.5348,687.1,2016
Kepler-130 b,28.9198,1056.6,2014
Kepler-130 d,46.3988,484.9,2014
Kepler-1300 b,38.7716,963.3,2016
Kepler-1301 b,39.725,792.5,2016
Kepler-1302 b,40.6784,810.4,2016
Kepler-1303 b,40.3606,1011.7,2016
Kepler-1304 b,64.8312,663.3,2016
Kepler-1305 b,53.3904,811.3,2016
Kepler-1306 b,54.026,769.3,2016
Kepler-1307 b,69.916,796.1,2016
Kepler-1308 b,14.6188,647.8,2016
Kepler-1309 b,67.0558,540.6,2016
Kepler-131 b,15.89,785,2014
Kepler-131 c,16.8434,673.2,2014
Kepler-1310 b,40.6784,2073.1,2016
Kepler-1311 b,35.2758,1040,2016
Kepler-1311 c,34.6402,1705,2016
Kepler-1312 b,59.4286,1076.2,2016
Kepler-1313 b,49.8946,1122.6,2016
Kepler-1314 b,144.9168,687,2016
Kepler-1315 b,39.0894,1593.8,2016
Kepler-1316 b,100.4248,479.4,2016
Kepler-1317 b,44.1742,1961.7,2016
Kepler-1318 b,88.0306,233.9,2016
Kepler-1319 b,38.136,716.1,2016
Kepler-132 b,34.3224,1223.7,2014
Kepler-132 c,36.2292,1208.5,2014
Kepler-132 d,43.8564,856.6,2014
Kepler-1320 b,48.3056,1553.6,2016
Kepler-1321 b,139.5142,509.9,2016
Kepler-1321 c,68.0092,871.7,2016
Kepler-1322 b,45.7632,1818.2,2016
Kepler-1323 b,43.2208,2507.2,2016
Kepler-1324 b,42.903,914.7,2016
Kepler-1325 b,81.039,570.8,2016
Kepler-1326 b,118.5394,824.4,2016
Kepler-1327 b,51.1658,834,2016
Kepler-1328 b,27.6486,1198.6,2016
Kepler-1329 b,61.6532,646.2,2016
Kepler-133 b,49.8946,1173.6,2014
Kepler-133 c,80.4034,747.1,2014
Kepler-1330 b,46.7166,871.1,2016
Kepler-1331 b,29.8732,1475.1,2016
Kepler-1332 b,38.7716,806.7,2016
Kepler-1333 b,79.7678,392.7,2016
Kepler-1334 b,64.8312,745.6,2016
Kepler-1335 b,40.9962,823.7,2016
Kepler-1336 b,56.2506,767.3,2016
Kepler-1336 c,48.6234,1219.6,2016
Kepler-1337 b,68.327,466.9,2016
Kepler-1338 b,26.0596,2120.1,2016
Kepler-1339 b,20.0214,1700.8,2016
Kepler-134 b,56.5684,1281.1,2014
Kepler-134 c,35.5936,1034.3,2014
Kepler-1340 b,43.8564,2862.4,2016
Kepler-1341 b,84.8526,277.8,2016
Kepler-1342 b,47.0344,1403,2016
Kepler-1343 b,54.6616,1290,2016
Kepler-1344 b,52.1192,1283.3,2016
Kepler-1345 b,67.0558,744.9,2016
Kepler-1346 b,44.8098,1512.6,2016
Kepler-1347 b,29.2376,682.1,2016
Kepler-1348 b,54.9794,683.2,2016
Kepler-1349 b,19.7036,1799.8,2016
Kepler-135 b,51.1658,1304.1,2014
Kepler-135 c,32.7334,1051.5,2014
Kepler-1350 b,71.505,642.7,2016
Kepler-1350 c,48.9412,877.5,2016
Kepler-1351 b,18.4324,1368.3,2016
Kepler-1352 b,25.1062,1809,2016
Kepler-1353 b,51.1658,501.7,2016
Kepler-1354 b,84.217,543.7,2016
Kepler-1355 b,41.314,1577.1,2016
Kepler-1356 b,43.2208,1869.9,2016
Kepler-1357 b,36.2292,1283,2016
Kepler-1358 b,31.78,855,2016
Kepler-1359 b,80.0856,367.7,2016
Kepler-136 b,58.1574,1093.2,2014
Kepler-136 c,56.5684,973.5,2014
Kepler-1360 b,96.2934,858.9,2016
Kepler-1361 b,24.4706,1060.3,2016
Kepler-1362 b,73.7296,290.5,2016
Kepler-1363 b,35.5936,1033.8,2016
Kepler-1364 b,61.0176,1238.5,2016
Kepler-1365 b,26.0596,1031.9,2016
Kepler-1365 c,22.5638,1210.1,2016
Kepler-1366 b,40.6784,909.6,2016
Kepler-1367 b,26.0596,1020.4,2016
Kepler-1368 b,46.7166,2383.6,2016
Kepler-1369 b,76.272,669.1,2016
Kepler-137 b,41.6318,786.4,2014
Kepler-137 c,53.3904,602.8,2014
Kepler-1370 b,52.1192,865,2016
Kepler-1370 c,35.9114,1208,2016
Kepler-1371 b,20.657,1140.6,2016
Kepler-1371 c,18.1146,1366.1,2016
Kepler-1372 b,35.9114,1766.3,2016
Kepler-1373 b,32.7334,2224.2,2016
Kepler-1374 b,64.8312,771,2016
Kepler-1375 b,49.259,1941.6,2016
Kepler-1376 b,29.8732,1104.8,2016
Kepler-1377 b,35.5936,1845.5,2016
Kepler-1378 b,62.2888,577,2016
Kepler-1379 b,36.8648,1709.5,2016
Kepler-138 b,14.9366,450.7,2014
Kepler-1380 b,40.6784,860.9,2016
Kepler-1381 b,63.8778,657.9,2016
Kepler-1382 b,53.3904,1042.2,2016
Kepler-1383 b,40.0428,1054,2016
Kepler-1384 b,54.9794,611.4,2016
Kepler-1385 b,24.1528,1539.1,2016
Kepler-1386 b,35.2758,1058.1,2016
Kepler-1387 b,26.3774,1198.5,2016
Kepler-1388 b,73.4118,516.3,2016
Kepler-1388 c,64.1956,673.5,2016
Kepler-1388 d,81.039,432.1,2016
Kepler-1388 e,69.5982,355.5,2016
Kepler-1389 b,50.2124,336.8,2016
Kepler-139 b,83.2636,876.5,2014
Kepler-139 c,95.9756,407.4,2014
Kepler-1390 b,33.369,1056.3,2016
Kepler-1391 b,47.67,554.3,2016
Kepler-1392 b,55.615,718.9,2016
Kepler-1393 b,22.5638,1410.2,2016
Kepler-1394 b,39.4072,2080,2016
Kepler-1395 b,22.5638,1466.6,2016
Kepler-1396 b,58.793,889.5,2016
Kepler-1397 b,48.6234,598.4,2016
Kepler-1398 b,25.424,1596.6,2016
Kepler-1398 c,29.2376,1399.7,2016
Kepler-1399 b,35.5936,1651,2016
Kepler-14 b,2671.4268,1581.3,2011
Kepler-140 b,45.7632,1604,2014
Kepler-140 c,51.1658,527.8,2014
Kepler-1400 b,46.081,759.5,2016
Kepler-1401 b,47.67,952.7,2016
Kepler-1402 b,21.6104,1398.5,2016
Kepler-1403 b,60.6998,1270.9,2016
Kepler-1404 b,56.8862,663.5,2016
Kepler-1405 b,112.1834,688.1,2016
Kepler-1406 b,31.1444,940.9,2016
Kepler-1407 b,63.8778,804.5,2016
Kepler-1408 b,25.1062,1659.9,2016
Kepler-1409 b,29.5554,1782.9,2016
Kepler-141 b,19.7036,1028.7,2014
Kepler-141 c,40.0428,784.4,2014
Kepler-1410 b,50.5302,299.9,2016
Kepler-1411 b,80.0856,427.6,2016
Kepler-1412 b,23.5172,1473.7,2016
Kepler-1413 b,51.4836,698,2016
Kepler-1414 b,34.958,1008.6,2016
Kepler-1415 b,36.547,1972.1,2016
Kepler-1416 b,25.1062,1917.7,2016
Kepler-1417 b,28.2842,742,2016
Kepler-1418 b,47.0344,516.3,2016
Kepler-1419 b,81.039,574.2,2016
Kepler-142 b,56.5684,1777,2014
Kepler-142 c,81.039,1336.2,2014
Kepler-142 d,61.3354,647.7,2014
Kepler-1420 b,36.2292,871.2,2016
Kepler-1421 b,26.3774,1315.9,2016
Kepler-1422 b,57.204,872.9,2016
Kepler-1423 b,30.191,531.9,2016
Kepler-1424 b,32.7334,670.5,2016
Kepler-1425 b,26.6952,792.5,2016
Kepler-1426 b,44.1742,834.3,2016
Kepler-1427 b,31.1444,2024.3,2016
Kepler-1428 b,46.3988,1083.3,2016
Kepler-1429 b,36.547,1265.5,2016
Kepler-143 b,68.327,932.3,2014
Kepler-143 c,95.6578,782.4,2014
Kepler-1430 b,33.369,1085.1,2016
Kepler-1431 b,41.6318,1120.5,2016
Kepler-1432 b,62.9244,756,2016
Kepler-1433 b,44.1742,1397.2,2016
Kepler-1434 b,31.4622,1448.9,2016
Kepler-1435 b,24.4706,1481.9,2016
Kepler-1436 b,37.1826,997.6,2016
Kepler-1437 b,38.7716,828.7,2016
Kepler-1438 b,26.6952,1417.9,2016
Kepler-1439 b,41.314,458.8,2016
Kepler-144 b,37.8182,1288.7,2014
Kepler-144 c,38.136,1076.2,2014
Kepler-1440 b,35.5936,565.2,2016
Kepler-1441 b,37.1826,587.4,2016
Kepler-1442 b,111.5478,581.1,2016
Kepler-1443 b,27.6486,1767.8,2016
Kepler-1444 b,61.6532,633.9,2016
Kepler-1445 b,27.3308,1061.2,2016
Kepler-1446 b,23.1994,1702,2016
Kepler-1447 b,82.3102,502.9,2016
Kepler-1448 b,45.7632,839.2,2016
Kepler-1449 b,47.67,902.2,2016
Kepler-1450 b,48.6234,359,2016
Kepler-1451 b,95.0222,602.6,2016
Kepler-1452 b,76.5898,814,2016
Kepler-1453 b,75.6364,526.6,2016
Kepler-1454 b,53.3904,490.9,2016
Kepler-1455 b,61.3354,321.3,2016
Kepler-1456 b,32.4156,470.7,2016
Kepler-1457 b,56.5684,546.6,2016
Kepler-1458 b,78.1788,523.3,2016
Kepler-1459 b,38.4538,375.2,2016
Kepler-146 b,105.1918,716,2014
Kepler-146 c,88.6662,530.2,2014
Kepler-1460 b,55.615,426.2,2016
Kepler-1461 b,57.5218,491.7,2016
Kepler-1462 b,108.3698,491.8,2016
Kepler-1463 b,52.7548,655.5,2016
Kepler-1464 b,47.0344,635.2,2016
Kepler-1464 c,28.2842,1151.9,2016
Kepler-1465 b,50.2124,454.3,2016
Kepler-1466 b,43.8564,649.7,2016
Kepler-1467 b,93.4332,472.7,2016
Kepler-1468 b,48.9412,1023.7,2016
Kepler-1468 c,32.7334,1355.9,2016
Kepler-1469 b,79.45,649.3,2016
Kepler-147 b,43.2208,1078.5,2014
Kepler-147 c,68.9626,779.4,2014
Kepler-1470 b,30.191,610.2,2016
Kepler-1471 b,40.0428,1233.5,2016
Kepler-1472 b,54.026,687.9,2016
Kepler-1473 b,33.6868,880.9,2016
Kepler-1474 b,61.3354,618.3,2016
Kepler-1475 b,82.9458,542.1,2016
Kepler-1476 b,47.3522,880.2,2016
Kepler-1477 b,33.369,711.2,2016
Kepler-1478 b,48.9412,701.8,2016
Kepler-1479 b,51.8014,811.7,2016
Kepler-148 b,51.1658,1396.4,2014
Kepler-148 c,102.0138,1040.5,2014
Kepler-1480 b,47.3522,585.3,2016
Kepler-1481 b,34.958,839.4,2016
Kepler-1482 b,28.602,753.1,2016
Kepler-1483 b,43.2208,1175.2,2016
Kepler-1484 b,59.7464,612.8,2016
Kepler-1485 b,41.6318,804.9,2016
Kepler-1486 b,65.7846,566,2016
Kepler-1487 b,60.382,1404.9,2016
Kepler-1488 b,52.7548,666.9,2016
Kepler-1489 b,50.2124,430.2,2016
Kepler-149 b,119.4928,587.9,2014
Kepler-149 c,45.7632,475.1,2014
Kepler-149 d,112.1834,333.5,2014
Kepler-1490 b,86.1238,399,2016
Kepler-1491 b,42.903,770.2,2016
Kepler-1492 b,42.2674,562.5,2016
Kepler-1493 b,40.0428,921.1,2016
Kepler-1494 b,87.0772,423.1,2016
Kepler-1495 b,83.2636,463.3,2016
Kepler-1496 b,62.9244,581.9,2016
Kepler-1497 b,47.0344,931.7,2016
Kepler-1498 b,37.8182,459.8,2016
Kepler-1499 b,33.6868,453.5,2016
Kepler-15 b,210.3836,1190.5,2011
Kepler-150 b,35.5936,1231.5,2014
Kepler-150 c,104.5562,953.6,2014
Kepler-150 d,79.1322,798.8,2014
Kepler-150 e,88.3484,592.2,2014
Kepler-1500 b,34.0046,816.2,2016
Kepler-1501 b,44.1742,972.5,2016
Kepler-1502 b,90.2552,817.6,2016
Kepler-1503 b,64.5134,342.6,2016
