,Planet,Earth_Masses,Temperature_Kelvin,Year,Distance
1760,Kepler-348 c,37.8182,960.2,2014,1851.9734
1761,Kepler-349 b,54.026,1091.9,2014,3219.9672
1762,Kepler-349 c,55.615,857.4,2014,3219.9672
1763,Kepler-350 b,52.437,1180.6,2014,3685.593
1764,Kepler-351 b,86.7594,539.1,2014,4722.1426
1765,Kepler-351 c,90.573,466.3,2014,4722.1426
1766,Kepler-351 d,77.2254,350,2016,4722.1426
1767,Kepler-352 b,24.4706,735.5,2014,911.4308
1768,Kepler-352 c,35.2758,625.7,2014,911.4308
1769,Kepler-353 b,25.1062,531.6,2014,1206.3956
1770,Kepler-353 c,39.0894,469.6,2014,1206.3956
1771,Kepler-354 b,52.1192,746.1,2014,2063.743
1772,Kepler-354 c,37.1826,512.1,2014,2063.743
1773,Kepler-354 d,35.2758,454.6,2014,2063.743
1774,Kepler-355 b,41.314,988.5,2014,4670.439
1775,Kepler-355 c,76.9076,745.1,2014,4670.439
1776,Kepler-356 b,44.492,1467.1,2014,2192.2522
1777,Kepler-356 c,51.1658,1035.4,2014,2192.2522
1778,Kepler-357 b,52.1192,850.4,2014,3019.9662
1779,Kepler-357 c,75.6364,618.2,2014,3019.9662
1780,Kepler-357 d,97.2468,431.7,2014,3019.9662
1781,Kepler-358 b,77.2254,613.5,2014,4356.0446
1782,Kepler-358 c,80.7212,455,2014,4356.0446
1783,Kepler-359 b,100.107,761.8,2014,7017.3782
1784,Kepler-359 c,122.0352,580.8,2014,7017.3782
1785,Kepler-359 d,113.7724,527.2,2014,7017.3782
1786,Kepler-36 b,41.9496,1069.7,2012,1424.41462
1787,Kepler-36 c,104.2384,1014.2,2012,1424.41462
1788,Kepler-360 b,46.7166,1442.8,2014,4011.3322
1789,Kepler-360 c,59.4286,1111.9,2014,4011.3322
1790,Kepler-361 b,40.9962,1207.9,2014,2915.8744
1791,Kepler-361 c,71.505,647.2,2014,2915.8744
1792,Kepler-362 b,25.1062,778.3,2014,2114.7294
1793,Kepler-362 c,40.9962,504.8,2014,2114.7294
1794,Kepler-363 b,32.7334,1530.6,2014,2394.8612
1795,Kepler-363 c,47.9878,1197.8,2014,2394.8612
1796,Kepler-363 d,58.1574,1027.9,2014,2394.8612
1797,Kepler-364 b,43.8564,807.8,2014,2844.6434
1798,Kepler-364 c,61.0176,609.4,2014,2844.6434
1799,Kepler-365 b,57.8396,963.6,2014,3550.2704
1800,Kepler-365 c,46.3988,812.6,2014,3550.2704
1801,Kepler-366 b,41.314,1474.1,2014,4134.9188
1802,Kepler-366 c,50.848,943.5,2014,4134.9188
1803,Kepler-367 b,36.8648,403.2,2014,638.9926
1804,Kepler-367 c,34.0046,359,2014,638.9926
1805,Kepler-368 b,92.4798,899.8,2014,2497.1274
1806,Kepler-368 c,109.9588,646.5,2014,2497.1274
1807,Kepler-369 b,32.0978,607.5,2014,911.3982
1808,Kepler-369 c,40.0428,345.4,2014,911.3982
1809,Kepler-37 b,3.178,716,2013,215.16
1810,Kepler-37 c,3.4958,645.6,2013,215.16
1811,Kepler-37 d,1.9068,525.4,2013,215.16
1812,Kepler-370 b,45.1276,1152.2,2014,3716.3348
1813,Kepler-370 c,54.026,716.7,2014,3716.3348
1814,Kepler-371 b,53.7082,595.9,2014,2078.3804
1815,Kepler-371 c,50.5302,476.6,2014,2078.3804
1816,Kepler-372 b,38.4538,1259.5,2014,5019.3894
1817,Kepler-372 c,59.1108,880.4,2014,5019.3894
1818,Kepler-372 d,47.9878,769,2014,5019.3894
1819,Kepler-373 b,38.4538,1036.4,2014,2490.151
1820,Kepler-373 c,35.2758,716.9,2014,2490.151
1821,Kepler-374 b,29.2376,1588,2014,3099.9014
1822,Kepler-374 c,31.1444,1322.9,2014,3099.9014
1823,Kepler-374 d,37.1826,1147.6,2014,3099.9014
1824,Kepler-375 b,40.9962,799.6,2014,4314.4796
1825,Kepler-375 c,75.0008,676.9,2014,4314.4796
1826,Kepler-376 b,30.191,1295.9,2014,2562.1644
1827,Kepler-376 c,50.848,910.8,2014,2562.1644
1828,Kepler-377 b,39.4072,977.1,2014,2820.552
1829,Kepler-377 c,58.4752,756,2014,2820.552
1830,Kepler-378 b,21.2926,521.2,2014,503.8982
1831,Kepler-378 c,19.7036,428.8,2014,503.8982
1832,Kepler-379 b,47.0344,877,2014,2473.362
1833,Kepler-379 c,64.8312,599.9,2014,2473.362
1834,Kepler-380 b,33.6868,1460.5,2014,2646.2724
1835,Kepler-380 c,35.9114,1170.8,2014,2646.2724
1836,Kepler-381 b,27.9664,1492.5,2014,792.9298
1837,Kepler-381 c,31.78,1118,2014,792.9298
1838,Kepler-382 b,37.5004,1078.7,2014,2742.0186
1839,Kepler-382 c,45.1276,815.8,2014,2742.0186
1840,Kepler-383 b,37.5004,567.3,2014,1694.6132
1841,Kepler-383 c,35.2758,422.7,2014,1694.6132
1842,Kepler-384 b,31.78,638.5,2014,1573.0152
1843,Kepler-384 c,32.0978,506.2,2014,1573.0152
1844,Kepler-385 b,77.5432,1072.3,2014,5468.3892
1845,Kepler-385 c,86.1238,934.7,2014,5468.3892
1846,Kepler-386 b,39.4072,676.9,2014,3024.0086
1847,Kepler-386 c,44.8098,533.1,2014,3024.0086
1848,Kepler-387 b,29.2376,1074.7,2014,2407.4122
1849,Kepler-387 c,25.1062,893,2014,2407.4122
1850,Kepler-388 b,22.8816,807.5,2014,1300.7726
1851,Kepler-388 c,24.4706,500.9,2014,1300.7726
1852,Kepler-389 b,42.903,1113.8,2014,3591.7376
1853,Kepler-389 c,41.314,676,2014,3591.7376
1854,Kepler-390 b,23.1994,830.4,2014,1400.333
1855,Kepler-390 c,22.246,666,2014,1400.333
1856,Kepler-391 b,90.573,1649.3,2014,3828.8048
1857,Kepler-391 c,100.4248,1175.5,2014,3828.8048
1858,Kepler-392 b,28.2842,1243.9,2014,2150.9806
1859,Kepler-392 c,31.1444,995.5,2014,2150.9806
1860,Kepler-393 b,36.547,1197.4,2014,2570.4774
1861,Kepler-393 c,37.8182,1025.6,2014,2570.4774
1862,Kepler-394 b,45.4454,1173.5,2014,4635.9808
1863,Kepler-394 c,47.0344,1021.7,2014,4635.9808
1864,Kepler-395 b,29.2376,571.1,2014,1751.3046
1865,Kepler-395 c,37.5004,334.9,2014,1751.3046
1866,Kepler-397 b,69.5982,569.5,2014,3761.4532
1867,Kepler-397 c,175.1078,311.9,2014,3761.4532
1868,Kepler-398 b,26.3774,758.6,2014,610.109
1869,Kepler-398 c,28.602,538.4,2014,610.109
1870,Kepler-399 b,27.3308,642.3,2014,1772.5924
1871,Kepler-399 c,40.6784,523.3,2014,1772.5924
1872,Kepler-399 d,53.7082,403.9,2014,1772.5924
1873,Kepler-4 b,24.4706,1613,2010,1793
1874,Kepler-400 b,46.7166,1042.6,2014,2336.1812
1875,Kepler-400 c,42.2674,838.6,2014,2336.1812
1876,Kepler-401 b,48.6234,1000.9,2014,2523.3052
1877,Kepler-401 c,61.0176,672.9,2014,2523.3052
1878,Kepler-402 b,34.6402,1483,2014,2324.054
1879,Kepler-402 c,44.1742,1289.7,2014,2324.054
1880,Kepler-402 d,39.0894,1137.8,2014,2324.054
1881,Kepler-402 e,41.314,1053.3,2014,2324.054
1882,Kepler-403 b,35.5936,1263,2014,1974.3538
1883,Kepler-403 c,49.5768,639,2014,1974.3538
1884,Kepler-404 b,35.9114,804.1,2014,3454.8176
1885,Kepler-404 c,48.6234,747,2014,3454.8176
1886,Kepler-405 b,59.1108,862.2,2014,4932.4452
1887,Kepler-405 c,132.2048,611.7,2014,4932.4452
1888,Kepler-406 b,6.356,1452.8,2014,1152.736
1889,Kepler-406 c,2.8602,1171.8,2014,1152.736
1890,Kepler-407 b,30.191,682.3,2014,1064.064
1891,Kepler-41 b,156.6754,1576.2,2011,2514.8618
1893,Kepler-412 b,295.2362,1831.6,2014,3442.56
1894,Kepler-42 b,22.246,574.2,2012,126.162
1895,Kepler-42 c,20.657,797.4,2012,126.162
1896,Kepler-42 d,16.2078,497.6,2012,126.162
1897,Kepler-421 b,120.4462,189.8,2014,1043.2
1898,Kepler-424 b,328.6052,1223,2014,2157.2072
1899,Kepler-424 c,2236.3586,363.4,2014,2157.2072
1905,Kepler-433 b,905.4122,1879.9,2012,6096.2
1906,Kepler-434 b,907.0012,1073,2015,4042.4
1907,Kepler-435 b,271.4012,1814.8,2012,6748.2
1908,Kepler-436 b,77.5432,352.7,2015,2014.68
1909,Kepler-436 c,66.1024,551.9,2016,2014.68
1910,Kepler-437 b,60.6998,338,2015,1359.42
1911,Kepler-438 b,31.78,314.5,2015,472.7
1912,Kepler-439 b,63.56,316,2015,2259.18
1913,Kepler-44 b,322.567,1604.5,2011,7335
1914,Kepler-440 b,52.7548,250.7,2015,850.86
1915,Kepler-441 b,46.3988,205.7,2015,925.84
1916,Kepler-442 b,38.136,264.1,2015,1114.92
1917,Kepler-443 b,66.1024,255.9,2015,2539.54
1918,Kepler-444 b,11.7586,1124.3,2015,116.382
1919,Kepler-444 c,14.301,1147.8,2015,116.382
1920,Kepler-444 d,15.2544,949.9,2015,116.382
1921,Kepler-444 e,15.89,841.5,2015,116.382
1922,Kepler-444 f,21.6104,877.7,2015,116.382
1923,Kepler-445 b,45.7632,460.9,2015,293.4
1924,Kepler-445 c,72.7762,391.4,2015,293.4
1925,Kepler-445 d,36.2292,329.7,2015,293.4
1926,Kepler-446 b,43.5386,628.6,2015,391.2
1927,Kepler-446 c,32.0978,504.1,2015,391.2
1928,Kepler-446 d,39.0894,422.7,2015,391.2
1930,Kepler-45 b,162.3958,837.6,2011,1085.58
1931,Kepler-454 b,6.9916,920.1,2015,652
1932,Kepler-454 c,1421.5194,253,2015,652
1933,Kepler-46 b,256.7824,545.2,2012,2787.3
1953,Kepler-48 b,3.8136,1024.2,2012,1020.8364
1954,Kepler-48 c,14.6188,809.6,2012,1020.8364
1955,Kepler-48 d,57.8396,492.8,2014,1020.8364
1967,Kepler-49 b,76.9076,570.4,2014,1256.2084
1968,Kepler-49 c,72.1406,496.6,2014,1256.2084
1969,Kepler-49 d,45.4454,799.2,2014,1256.2084
1970,Kepler-49 e,44.1742,413.5,2014,1256.2084
1982,Kepler-50 b,62.2888,1393.8,2012,879.5154
1983,Kepler-50 c,79.1322,1311.5,2012,879.5154
2006,Kepler-52 b,59.4286,564,2014,1161.8966
2007,Kepler-52 c,52.1192,441.9,2014,1161.8966
2008,Kepler-52 d,55.2972,330.4,2014,1161.8966
2022,Kepler-53 b,81.9924,720.6,2014,4663.8864
2023,Kepler-53 c,89.9374,565.7,2014,4663.8864
2024,Kepler-53 d,60.0642,960.8,2014,4663.8864
2035,Kepler-54 b,59.4286,504.8,2014,1628.4026
2036,Kepler-54 c,34.958,440.3,2014,1628.4026
2037,Kepler-54 d,43.2208,395.4,2014,1628.4026
2049,Kepler-55 b,68.9626,408.6,2014,1988.6326
2050,Kepler-55 c,62.6066,356.3,2014,1988.6326
2051,Kepler-55 d,45.1276,937.2,2014,1988.6326
2052,Kepler-55 e,43.8564,733.2,2014,1988.6326
2053,Kepler-55 f,45.1276,563,2014,1988.6326
2078,Kepler-57 b,61.971,873.4,2012,1858.363
2079,Kepler-57 c,43.8564,690.2,2012,1858.363
2090,Kepler-58 b,78.8144,949.9,2014,4247.2258
2091,Kepler-58 c,81.039,825.4,2014,4247.2258
2092,Kepler-58 d,83.2636,651.9,2014,4247.2258
2103,Kepler-59 b,31.78,884,2012,2646.7614
2104,Kepler-59 c,57.204,769.7,2012,2646.7614
2116,Kepler-60 b,64.5134,1274.7,2012,2165.4224
2117,Kepler-60 c,69.916,1183.1,2012,2165.4224
2118,Kepler-60 d,72.1406,1074.7,2012,2165.4224
2132,Kepler-61 b,61.0176,300.5,2013,1063.412
2146,Kepler-62 b,37.1826,838.1,2013,1199.68
2147,Kepler-62 c,15.2544,691.3,2013,1199.68
2148,Kepler-62 d,55.2972,577.6,2013,1199.68
2149,Kepler-62 e,45.7632,311.9,2013,1199.68
2150,Kepler-62 f,40.0428,235.6,2013,1199.68
2162,Kepler-63 b,173.201,865.6,2013,652
2214,Kepler-68 b,6.0382,1252.9,2013,440.1
2215,Kepler-68 c,1.9068,1034,2013,440.1
2216,Kepler-68 d,257.418,291,2013,440.1
2227,Kepler-69 b,63.56,884.5,2013,1929.0724
2228,Kepler-69 c,48.3056,335.6,2013,1929.0724
2283,Kepler-74 b,211.337,1476,2012,4335.8
2294,Kepler-75 b,3172.9152,1292.3,2013,3716.4
2323,Kepler-77 b,136.9718,1248,2013,1858.2
2346,Kepler-79 b,100.4248,931.8,2014,3587.2388
2347,Kepler-79 c,107.7342,741.3,2014,3587.2388
2348,Kepler-79 d,207.5234,685.1,2014,3587.2388
2349,Kepler-79 e,101.0604,587.3,2014,3587.2388
2360,Kepler-8 b,185.2774,1661.1,2010,4335.8
2361,Kepler-80 b,76.5898,706,2014,1363.2342
2362,Kepler-80 c,80.7212,638.8,2014,1363.2342
2363,Kepler-80 d,49.259,872.8,2014,1363.2342
2364,Kepler-80 e,46.3988,760.5,2014,1363.2342
2365,Kepler-80 f,34.958,1349.4,2016,1363.2342
2377,Kepler-81 b,68.6448,708,2014,1337.8388
2378,Kepler-81 c,67.0558,559.9,2014,1337.8388
2379,Kepler-81 d,34.3224,434.7,2014,1337.8388
2390,Kepler-82 b,113.4546,621.5,2014,3295.8926
2391,Kepler-82 c,151.5906,497.6,2014,3295.8926
2392,Kepler-82 d,50.2124,1361.5,2014,3295.8926
2393,Kepler-82 e,69.916,1006.3,2014,3295.8926
2405,Kepler-83 b,80.0856,627.2,2014,2020.1242
2406,Kepler-83 c,67.0558,493.2,2014,2020.1242
2407,Kepler-83 d,54.9794,714,2014,2020.1242
2418,Kepler-84 b,64.5134,1152.1,2014,4198.1302
2419,Kepler-84 c,68.327,1011.8,2014,4198.1302
2420,Kepler-84 d,39.0894,1390.2,2014,4198.1302
2421,Kepler-84 e,73.7296,745.1,2014,4198.1302
2422,Kepler-84 f,62.2888,633.9,2014,4198.1302
2433,Kepler-85 b,55.9328,1056.3,2014,2623.4524
2434,Kepler-85 c,61.6532,921.4,2014,2623.4524
2435,Kepler-85 d,34.0046,676.6,2014,2623.4524
2436,Kepler-85 e,35.9114,603.7,2014,2623.4524
2457,Kepler-87 b,384.538,537.1,2013,2548.7658
2458,Kepler-87 c,174.4722,453.7,2013,2548.7658
2480,Kepler-89 b,9.2162,1875.5,2012,1389.412
2481,Kepler-89 c,125.2132,1529.1,2012,1389.412
2482,Kepler-89 d,96.2934,892.2,2012,1389.412
2483,Kepler-89 e,31.4622,672.3,2012,1389.412
2526,Kepler-93 b,2.5424,1134.3,2014,315.242
2538,Kepler-94 b,99.4714,1095,2014,726.98
2549,Kepler-95 b,96.929,1019.4,2014,1487.538
2563,Kepler-96 b,8.2628,782.1,2014,417.28
2577,Kepler-97 b,3.4958,1451.2,2014,1350.944
2588,Kepler-98 b,3.178,1743.9,2014,1425.272
2599,Kepler-99 b,6.356,880.4,2014,721.438
2612,NGC 2423 3 b,2107.3318,882.4,2007,2497.16
2614,OGLE-TR-10 b,199.2606,1488,2004,4890
2615,OGLE-TR-111 b,174.1544,1023.1,2004,4890
2616,OGLE-TR-113 b,398.839,1342.8,2004,4890
2617,OGLE-TR-132 b,371.5082,1974.5,2004,4890
2620,OGLE-TR-56 b,430.3012,2206,2002,4890
2621,OGLE2-TR-L9 b,1430.7356,2033.8,2007,2934
2622,PH-2 b,286.6556,388.9,2013,1205.548
2626,TRAPPIST-1 b,32.4156,399.1,2016,39.446
2627,TRAPPIST-1 c,29.5554,341,2016,39.446
2628,TrES-1 b,238.9856,1143.4,2004,511.82
2629,TrES-3 b,595.2394,1628.6,2007,1304
2630,TrES-5 b,562.506,1481.8,2011,1173.6
2633,WASP-1 b,263.1384,1848.7,2006,1238.8
2634,WASP-10 b,1013.782,985.6,2008,293.4
2637,WASP-103 b,471.933,2504.4,2014,1532.2
2638,WASP-104 b,401.6992,1516.1,2014,466.18
2639,WASP-106 b,576.807,1154.3,2014,922.58
2640,WASP-11 b,171.612,952.9,2008,396.742
2642,WASP-12 b,428.7122,2649.1,2008,815
2643,WASP-13 b,150.0016,1553.1,2008,505.3
2644,WASP-135 b,598.0996,1712.3,2015,978
2645,WASP-14 b,2432.759,1954.4,2008,521.6
2646,WASP-15 b,171.9298,1651.8,2008,1004.08
2648,WASP-17 b,161.4424,1548.1,2009,1304
2649,WASP-18 b,3198.3392,2407.9,2009,326
2650,WASP-19 b,354.0292,2070.4,2009,815
2651,WASP-20 b,98.518,1381.8,2011,684.6
2652,WASP-21 b,95.34,1261.2,2010,749.8
2653,WASP-22 b,177.6502,1437.1,2010,978
2655,WASP-24 b,344.4952,1768.3,2010,1075.8
2656,WASP-25 b,183.6884,1221.7,2010,550.94
2657,WASP-26 b,320.6602,1412.3,2010,815
2658,WASP-28 b,287.609,1467.7,2010,1336.6
2659,WASP-29 b,77.2254,988.5,2010,260.8
2660,WASP-3 b,636.8712,1990.1,2007,717.2
2661,WASP-31 b,151.5906,1574.5,2010,1304
2663,WASP-33 b,475.7466,2693.2,2010,378.16
2664,WASP-34 b,184.6418,1184.1,2010,391.2
2666,WASP-36 b,716.639,1699.1,2010,1467
2667,WASP-37 b,569.8154,1325.7,2010,1101.88
2668,WASP-38 b,860.9202,1275.1,2010,358.6
2669,WASP-39 b,90.2552,1117.5,2011,749.8
2670,WASP-4 b,388.6694,1670.2,2007,978
2671,WASP-41 b,298.4142,1243.6,2010,586.8
2672,WASP-41 c,945.455,304.4,2015,586.8
2673,WASP-42 b,157.9466,988,2011,521.6
2674,WASP-43 b,559.6458,1374.9,2011,260.8
2678,WASP-47 b,356.8894,1277,2011,652
2679,WASP-47 c,393.1186,265,2015,652
2680,WASP-47 d,102.9672,986.3,2015,652
2682,WASP-49 b,119.8106,1370.2,2011,554.2
2683,WASP-5 b,514.836,1741.4,2007,968.22
2684,WASP-50 b,465.2592,1398.8,2011,749.8
2685,WASP-52 b,144.9168,1300.8,2011,456.4
2686,WASP-54 b,200.214,1843.2,2011,652
2687,WASP-55 b,181.4638,1269.1,2011,1075.8
2688,WASP-56 b,192.269,1201.6,2011,831.3
2689,WASP-57 b,214.515,1255.9,2011,1483.3
2690,WASP-58 b,282.842,1275.9,2011,978
2691,WASP-59 b,272.9902,700.9,2011,407.5
2692,WASP-6 b,165.5738,1217,2008,1000.82
2693,WASP-60 b,162.7136,1317.9,2011,1304
2694,WASP-61 b,653.079,1549.3,2011,1564.8
2695,WASP-62 b,178.6036,1426.9,2011,521.6
2696,WASP-63 b,120.1284,1530.6,2011,1075.8
2697,WASP-64 b,403.2882,1690.1,2011,1141
2698,WASP-66 b,733.4824,1801.1,2011,1238.8
2699,WASP-67 b,132.8404,1027.6,2011,733.5
2701,WASP-69 b,82.3102,960.5,2011,163
2702,WASP-7 b,292.0582,1395.2,2008,456.4
2703,WASP-70 A b,187.1842,1375,2011,798.7
2704,WASP-72 b,446.8268,2060.4,2012,1108.4
2706,WASP-74 b,298.732,1922.3,2014,391.2
2707,WASP-75 b,337.5036,1704.5,2013,847.6
2708,WASP-77 A b,559.0102,1670.9,2012,303.18
2709,WASP-78 b,279.0284,2294.7,2012,1793
2710,WASP-79 b,281.253,1762.2,2012,782.4
2711,WASP-8 b,679.1386,1116.1,2008,283.62
2712,WASP-80 b,175.4256,813.4,2013,195.6
2713,WASP-82 b,396.2966,2178.8,2013,652
2714,WASP-83 b,94.0688,1114.3,2014,978
2715,WASP-84 b,220.5532,795.8,2013,407.5
2718,WASP-94 A b,133.1582,1503.5,2014,586.8
2719,WASP-94 B b,197.036,1849.3,2014,586.8
2725,WTS-1 b,1267.0686,1535.3,2012,10432
2726,WTS-2 b,353.0758,1543.9,2014,3260
2727,XO-1 b,291.7404,1206.9,2006,652
2728,XO-2S b,82.3102,791.9,2014,482.48
2729,XO-2S c,435.7038,414.2,2014,482.48
2730,XO-3 b,4148.879,2425.6,2007,847.6
2731,XO-5 b,365.7878,1207,2008,831.3
2732,eta Cet b,810.0722,792.4,2014,123.8474
2733,eta Cet c,1044.6086,603.4,2014,123.8474
2734,kappa CrB b,627.655,343,2007,99.43
2735,mu Leo b,762.72,728.6,2014,124.043
2736,xi Aql b,565.3662,1001.6,2008,204.402
2737,Mercury,0.0553,449,0,0
2738,Venus,0.815,328,0,0
2739,Earth,1,287,0,0
2740,Mars,0.107,226,0,0
2741,Jupiter,317.8,122,0,0
2742,Saturn,95.2,90,0,0
2743,Neptune,17.1,51,1846,0
2744,Uranus,14.5,64,1781,0
